YEAR,LOCATION,AREA,RAINFALL,TEMPERATURE,SOIL_TYPE,IRRIGATION,YEILDS,HUMIDITY,CROPS,PRICE,SEASON,YEAR_GROUP,RAINFALL_GROUPS
2014,Hassan,42216,3965.94,27,Gravelly sand,Basin,75340,55,Pepper,2644,Rabi,Y2,High
2015,Hassan,588,3193.41,27.2,Gravelly sand,Basin,29170,53,Pepper,44235,Rabi,Y2,High
2010,Hassan,41884,3696,27.2,Gravelly sand,Basin,3830,58,Arecanut,44235,Rabi,Y2,High
2011,Hassan,118,3696,27.1,Gravelly sand,Basin,4,59,Arecanut,203317,Rabi,Y2,High
2012,Hassan,8837,3696,27.1,Gravelly sand,Basin,9,50,Arecanut,2134,Rabi,Y2,High
2013,Hassan,41598,3965.94,27.1,Gravelly sand,Basin,12,54,Arecanut,45186,Rabi,Y2,High
2014,Hassan,130,3965.94,26.8,Gravelly sand,Basin,2089,53,Arecanut,238542,Rabi,Y2,High
2015,Hassan,8839,3965.94,26.8,Gravelly sand,Basin,2810,52,Arecanut,1516,Rabi,Y2,High
2012,Hassan,42216,3625.6,37,Gravelly sand,Basin,3368,60,Arecanut,64409,Rabi,Y2,High
2013,Hassan,588,3625.6,38,Gravelly sand,Basin,3671,57,Ginger,249978,Rabi,Y2,High
2014,Hassan,10437,3625.6,38,Gravelly sand,Basin,2404,57,Ginger,637,Rabi,Y2,High
2015,Hassan,41455,3905,38,Gravelly sand,Basin,2805,54,Ginger,43311,Rabi,Y2,High
2011,Hassan,41598,3415.5,42,Gravelly sand,Basin,874,57.5,Ginger,44235,Rabi,Y2,High
2012,Hassan,130,3415.5,43,Gravelly sand,Basin,592,57,Tea,203317,Rabi,Y2,High
2013,Hassan,8839,3415.5,43,Gravelly sand,Basin,864,55,Tea,2134,Rabi,Y2,High
2011,Hassan,10437,3296.26,27,Loam,Spray,3830,50,Tea,1493,Rabi,Y2,High
2012,Hassan,41455,3296.26,27.2,Loam,Spray,313547,54,Tea,64409,Rabi,Y2,High
2013,Hassan,379,3296.26,27.2,Loam,Spray,2783,53,Tea,249978,Rabi,Y2,High
2014,Hassan,9591,3875.08,27.2,Loam,Spray,1533,52,Tea,637,Rabi,Y2,High
2015,Hassan,41290,3875.08,27,Loam,Spray,1647,51,Tea,43311,Rabi,Y2,High
2010,Hassan,588,3875.08,27.1,Loam,Spray,121,58.5,Paddy,216396,Rabi,Y2,High
2011,Hassan,10437,4102.78,27.1,Loam,Spray,103,59.5,Paddy,2644,Rabi,Y2,High
2012,Hassan,41455,4102.78,26.8,Loam,Spray,71,55,Paddy,44235,Rabi,Y2,High
2013,Hassan,379,4102.78,26.8,Loam,Spray,3961,53,Paddy,203317,Rabi,Y2,High
2014,Hassan,9591,3020.82,26.8,Loam,Spray,4247,53.5,Paddy,2134,Rabi,Y2,High
2015,Hassan,41290,3020.82,37,Well drained,Spray,3290,52.5,Paddy,45186,Rabi,Y2,High
2012,Hassan,41884,3965.94,39,Well drained,Spray,4167,56,Groundnut,216396,Rabi,Y2,High
2013,Hassan,118,3965.94,39,Well drained,Spray,4479,54,Groundnut,2644,Rabi,Y2,High
2014,Hassan,8837,3863.64,39,Well drained,Spray,3699,58,Groundnut,44235,Rabi,Y2,High
2015,Hassan,41598,3863.64,40,Well drained,Spray,4904,58,Groundnut,203317,Rabi,Y2,High
2010,Hassan,116,4019.4,27,Medium textured clay,Spray,1533,57,Blackgram,637,Rabi,Y2,High
2014,Hassan,89,3193.41,27,Medium textured clay,Drip,103,56,Blackgram,2644,Rabi,Y2,High
2015,Hassan,5528,3193.41,27,Medium textured clay,Drip,71,59.5,Blackgram,44235,Rabi,Y2,High
2010,Mangalore,4191,3193.41,26.8,Laterite,Drip,4479,56,Cashew,249978,Rabi,Y2,High
2011,Mangalore,4289,3296.26,37,Laterite,Drip,3699,54,Cashew,637,Rabi,Y2,High
2012,Mangalore,4434,3296.26,37,Laterite,Drip,4904,58,Cashew,43311,Rabi,Y2,High
2013,Mangalore,4750,3296.26,37,Laterite,Drip,2821,58,Cashew,24848,Rabi,Y2,High
2014,Mangalore,5693,3875.08,38,Laterite,Drip,3472,59,Cashew,761,Rabi,Y2,High
2015,Mangalore,5997,3875.08,38,Laterite,Drip,3647,50,Cashew,45608,Rabi,Y2,High
2013,Mangalore,26,4102.78,39,Laterite,Drip,52,55,Coconut,200000,Rabi,Y2,High
2014,Mangalore,1,3020.82,40,Laterite,Drip,2570,53,Coconut,4847,Rabi,Y2,High
2015,Mangalore,24,3020.82,40,Laterite,Drip,27170,53.5,Coconut,51239,Rabi,Y2,High
2010,Kodagu,7,3296.26,128,Laterite,Drip,124492,58,Coconut,4847,Rabi,Y2,High
2011,Kodagu,17,3296.26,129,Laterite,Drip,792,59,Coconut,51239,Rabi,Y2,High
2012,Kodagu,9,3296.26,130,Alluvial,Drip,34153,50,Ginger,216396,Rabi,Y2,High
2013,Kodagu,4,3875.08,131,Alluvial,Drip,2570,54,Ginger,2644,Rabi,Y2,High
2014,Kodagu,13,3875.08,132,Alluvial,Drip,27170,53,Ginger,44235,Rabi,Y2,High
2015,Kodagu,6,3875.08,133,Alluvial,Basin,114744,59.5,Ginger,203317,Rabi,Y2,High
2015,Kodagu,11343,3020.82,137,Alluvial,Basin,1132,52.5,Ginger,1516,Rabi,Y2,High
2013,Kodagu,12049,3696,141,Alluvial,Basin,30362,57,Ginger,64409,Rabi,Y2,High
2014,Kodagu,12130,3696,142,Alluvial,Basin,124492,55,Ginger,249978,Rabi,Y2,High
2015,Kodagu,12157,3965.94,143,Alluvial,Basin,792,56,Ginger,637,Rabi,Y2,High
2010,Kodagu,1289,4019.4,27.2,Alluvial,Drip,23099,59,Coconut,45186,Rabi,Y2,High
2011,Kodagu,1051,4019.4,27,Alluvial,Drip,117826,50,Coconut,238542,Rabi,Y2,High
2012,Mysuru,4,4019.4,27,Sandy loam,Drip,336,54,Coconut,1516,Rabi,Y2,High
2013,Mysuru,61,3415.5,27.1,Sandy loam,Drip,231,54,Coconut,761,Rabi,Y2,High
2010,Mysuru,1668,3905,39,Sandy loam,Drip,8700,57.5,Coconut,2134,Rabi,Y2,High
2011,Mysuru,1661,4019.4,39,Sandy loam,Drip,41266,57,Coconut,45186,Rabi,Y2,High
2012,Mysuru,1511,4019.4,40,Sandy loam,Drip,8838,55,Coconut,238542,Rabi,Y2,High
2013,Mysuru,1491,4019.4,40,Sandy loam,Drip,8954,56,Coconut,1516,Rabi,Y2,High
2015,Mysuru,67,3193.41,27,Sandy,Basin,3,60,Coconut,646,Rabi,Y2,High
2010,Mysuru,5241,3296.26,27,Sandy loam,Basin,10,53,Coconut,45186,Rabi,Y2,High
2011,Mysuru,5434,3296.26,27,Sandy loam,Basin,29,53.5,Coconut,238542,Rabi,Y2,High
2012,Mysuru,5010,3875.08,27,Sandy loam,Basin,44,52.5,Coconut,1516,Rabi,Y2,High
2013,Mysuru,5268,3875.08,27.2,Sandy loam,Basin,33,56,Coconut,57259,Rabi,Y2,High
2014,Mysuru,4228,3875.08,27.2,Sandy loam,Basin,14,57,Coconut,234779,Rabi,Y2,High
2015,Mysuru,3788,4102.78,27.2,Sandy loam,Basin,56,57.5,Coconut,1493,Rabi,Y2,High
2013,Kasaragodu,280,3696,37,Sandy loam,Basin,61126,59,Coconut,2644,Rabi,Y2,High
2014,Kasaragodu,23,3696,37,Sandy loam,Basin,623687,50,Coconut,44235,Rabi,Y2,High
2015,Kasaragodu,9,3965.94,37,Sandy loam,Basin,63504,54,Coconut,203317,Rabi,Y2,High
2010,Kasaragodu,41455,3905,41,Sandy loam,Basin,2783,54.5,Coconut,637,Rabi,Y2,High
2011,Kasaragodu,379,3905,41,Sandy loam,Basin,1533,56.6,Coconut,43311,Rabi,Y2,High
2012,Kasaragodu,9591,4019.4,41,Sandy loam,Basin,1647,55.5,Coconut,24848,Rabi,Y2,High
2013,Kasaragodu,41290,4019.4,42,Sandy loam,Basin,975,58.5,Coconut,761,Rabi,Y2,High
2014,Kasaragodu,167,4019.4,42,Sandy loam,Basin,2,59.5,Coconut,45608,Rabi,Y2,High
2013,Chikmangaluru,4759,3296.26,37,Clay loam,Basin,3830,58,Tea,57259,Rabi,Y2,High
2014,Chikmangaluru,264,3875.08,37,Clay loam,Spray,313547,59,Tea,234779,Rabi,Y2,High
2015,Chikmangaluru,5241,3875.08,38,Clay loam,Spray,2783,50,Tea,1493,Zaid,Y2,High
2010,Chikmangaluru,1113,3696,41,Clay loam,Spray,187,54,Paddy,43562,Zaid,Y2,High
2011,Chikmangaluru,1036,3965.94,41,Clay loam,Spray,187,54.5,Paddy,200000,Zaid,Y2,High
2012,Chikmangaluru,10760,3965.94,42,Clay loam,Spray,121,56.6,Paddy,4847,Zaid,Y2,High
2013,Chikmangaluru,42216,3965.94,42,Clay loam,Spray,103,55.5,Paddy,51239,Zaid,Y2,High
2014,Chikmangaluru,588,3863.64,42,Clay loam,Spray,71,58.5,Paddy,216396,Zaid,Y2,High
2015,Chikmangaluru,10437,3863.64,43,Clay loam,Spray,3961,59.5,Paddy,2644,Zaid,Y2,High
2010,Chikmangaluru,41884,4019.4,27,Medium textured ,Spray,3699,56,Groundnut,216396,Zaid,Y2,High
2010,Chikmangaluru,41290,3296.26,37,Alluvial,Spray,836,54,Blackgram,24848,Zaid,Y2,High
2011,Chikmangaluru,167,3296.26,37,Alluvial,Spray,806,54.5,Blackgram,761,Zaid,Y2,High
2012,Chikmangaluru,8847,3296.26,37,Alluvial,Spray,880,56.6,Blackgram,45608,Zaid,Y2,High
2013,Chikmangaluru,41626,3875.08,38,Alluvial,Drip,770,55.5,Blackgram,234581,Zaid,Y2,High
2014,Chikmangaluru,143,3875.08,38,Alluvial,Drip,395,58.5,Blackgram,646,Zaid,Y2,High
2015,Chikmangaluru,8686,3875.08,38,Alluvial,Drip,187,59.5,Blackgram,43562,Zaid,Y2,High
2010,Hassan,42216,3965.94,42,Alluvial,Drip,3899,52.5,Cashew,238542,Zaid,Y2,High
2011,Hassan,588,3965.94,42,Alluvial,Drip,4015,56,Cashew,1516,Zaid,Y2,High
2012,Hassan,10437,3965.94,42,Alluvial,Drip,4279,57,Cashew,57259,Zaid,Y2,High
2013,Hassan,41455,3863.64,43,Alluvial,Drip,4167,57.5,Cashew,234779,Zaid,Y2,High
2014,Hassan,379,3863.64,43,Alluvial,Drip,4479,57,Cashew,1493,Zaid,Y2,High
2015,Hassan,9591,3863.64,128,Alluvial,Drip,3699,55,Cashew,64409,Zaid,Y2,High
2010,Hassan,41598,3296.26,27.2,Alluvial,Drip,114744,54,Ginger,2644,Zaid,Y2,High
2011,Hassan,130,3875.08,27,Alluvial,Drip,1402,53,Ginger,44235,Zaid,Y2,High
2012,Hassan,8839,3875.08,27,Sandy loam,Basin,23456,59.5,Ginger,203317,Zaid,Y2,High
2013,Hassan,41596,3875.08,27,Sandy loam,Basin,107809,55,Ginger,2134,Zaid,Y2,High
2014,Hassan,115,4102.78,27,Sandy loam,Basin,1132,53,Ginger,45186,Zaid,Y2,High
2015,Hassan,8510,4102.78,27,Sandy loam,Basin,23960,53.5,Ginger,238542,Zaid,Y2,High
2010,Hassan,38062,3965.94,26.8,Sandy loam,Drip,131763,57.5,Coconut,4847,Zaid,Y2,High
2011,Hassan,84,3863.64,37,Sandy loam,Drip,404,57,Coconut,51239,Zaid,Y2,High
2012,Hassan,6674,3863.64,37,Sandy loam,Drip,24184,55,Coconut,216396,Zaid,Y2,High
2013,Hassan,36096,3863.64,37,Sandy loam,Drip,124387,56,Coconut,2644,Zaid,Y2,High
2014,Hassan,77,3625.6,38,Sandy loam,Drip,343,54,Coconut,44235,Zaid,Y2,High
2015,Hassan,5629,3625.6,38,Sandy loam,Drip,23099,58,Coconut,203317,Zaid,Y2,High
2014,Hassan,4289,3415.5,43,Sandy loam,Drip,221,54.5,Coconut,45608,Zaid,Y2,High
2015,Hassan,4434,3415.5,43,Sandy loam,Drip,15362,56.6,Coconut,234581,Zaid,Y2,High
2012,Hassan,4,3193.41,27,Sandy loam,Drip,42915,55,Coconut,238542,Zaid,Y2,High
2013,Hassan,32,3193.41,27,Sandy loam,Drip,9230,56,Coconut,1516,Zaid,Y2,High
2014,Hassan,5,3193.41,27,Sandy loam,Drip,44313,54,Coconut,57259,Zaid,Y2,High
2015,Hassan,10,3296.26,27,Sandy loam,Drip,45820,58,Coconut,234779,Zaid,Y2,High
2010,Hassan,23,3020.82,37,Sandy,Basin,19,60,Coconut,646,Zaid,Y2,High
2011,Hassan,1,3020.82,37,Sandy,Basin,54,57,Coconut,43562,Zaid,Y2,High
2012,Hassan,11126,3696,37,Sandy,Basin,13,57,Coconut,200000,Zaid,Y2,High
2013,Hassan,11343,3696,38,Sandy,Basin,123,54,Coconut,4847,Zaid,Y2,High
2014,Hassan,11485,3696,38,Sandy,Basin,19,54.5,Coconut,51239,Zaid,Y2,High
2015,Hassan,11598,3965.94,38,Sandy,Basin,32,56.6,Coconut,216396,Zaid,Y2,High
2010,Mangalore,14395,3905,27,Sandy,Basin,98,57.5,Coconut,1493,Zaid,Y2,High
2011,Mangalore,14439,3905,27,Sandy,Basin,3,57,Coconut,64409,Zaid,Y2,High
2012,Mangalore,2549,4019.4,27.2,Sandy,Basin,58637,55,Coconut,249978,Zaid,Y2,High
2013,Mangalore,2088,4019.4,27.2,Sandy,Basin,59777,56,Coconut,200000,Zaid,Y2,High
2014,Mangalore,1289,4019.4,27.2,Sandy,Basin,60528,54,Coconut,4847,Zaid,Y2,High
2010,Mangalore,43,3193.41,27.1,Clay,Basin,313547,57,Coconut,1493,Zaid,Y2,High
2011,Mangalore,2177,3193.41,26.8,Clay,Basin,2783,57,Coconut,64409,Zaid,Y2,High
2012,Mangalore,1872,3193.41,26.8,Clay,Basin,1533,54,Coconut,249978,Zaid,Y2,High
2013,Mangalore,1772,3296.26,26.8,Clay,Basin,1647,54.5,Coconut,637,Zaid,Y2,High
2014,Mangalore,1618,3296.26,37,Clay,Basin,975,56.6,Coconut,43311,Zaid,Y2,High
2015,Mangalore,1625,3296.26,37,Clay,Basin,2,55.5,Coconut,24848,Zaid,Y2,High
2012,Mangalore,1723,3193.41,38,Clay,Basin,770,53,Coconut,646,Zaid,Y2,High
2013,Mangalore,1693,3193.41,39,Clay,Spray,395,53.5,Coconut,43562,Zaid,Y2,High
2014,Mangalore,1668,3193.41,39,Clay,Spray,187,52.5,Coconut,200000,Zaid,Y2,High
2015,Mangalore,1661,3296.26,39,Clay,Spray,187,56,Coconut,4847,Zaid,Y2,High
2010,Mangalore,167,3020.82,43,Loam,Spray,4279,54,Coconut,234779,Zaid,Y2,High
2011,Mangalore,197,3696,27,Loam,Spray,4167,53,Coconut,1493,Zaid,Y2,High
2012,Mangalore,100,3696,27,Loam,Spray,4479,52,Coconut,64409,Zaid,Y2,High
2013,Mangalore,67,3696,27,Loam,Spray,3699,51,Coconut,249978,Zaid,Y2,High
2014,Mangalore,60,3965.94,27,Loam,Spray,4904,57,Coconut,637,Zaid,Y2,High
2015,Mangalore,14,3965.94,27,Loam,Spray,2821,57,Coconut,43311,Zaid,Y2,High
2011,Mangalore,5371,3863.64,27.2,Loam,Spray,167,54,Coconut,234581,Zaid,Y2,High
2012,Mangalore,5432,3625.6,27,Loam,Spray,71,54.5,Coconut,646,Zaid,Y2,High
2013,Mangalore,4759,3625.6,27,Loam,Spray,52,56.6,Coconut,43562,Zaid,Y2,High
2014,Mangalore,264,3625.6,27,Loam,Spray,12,55.5,Coconut,200000,Zaid,Y2,High
2015,Mangalore,5241,3905,27,Loam,Spray,51,58.5,Coconut,4847,Zaid,Y2,High
2012,Mangalore,41626,3415.5,37,Loam,Spray,841,54,Coconut,51239,Zaid,Y2,High
2013,Mangalore,143,3415.5,37,Loam,Spray,3550,58,Coconut,216396,Zaid,Y2,High
2014,Mangalore,8686,3415.5,37,Loam,Spray,109,58,Coconut,2644,Zaid,Y2,High
2012,Mangalore,41596,3296.26,40,Loam,Drip,2628,57,Cocoa,57259,Zaid,Y2,High
2013,Mangalore,115,3296.26,40,Loam,Drip,1939,57,Cocoa,234779,Zaid,Y2,High
2014,Mangalore,8510,3875.08,40,Loam,Drip,1871,60,Cocoa,1493,Zaid,Y2,High
2015,Mangalore,41342,3875.08,41,Loam,Drip,1868,57,Coffee,64409,Zaid,Y2,High
2010,Kodagu,84,3875.08,27,Sandy loam,Drip,6589,53.5,Coffee,200000,Zaid,Y2,High
2011,Kodagu,6674,4102.78,27,Sandy loam,Drip,5107,52.5,Coffee,4847,Zaid,Y2,High
2012,Kodagu,36096,4102.78,27,Sandy loam,Drip,5518,56,Coffee,51239,Zaid,Y2,High
2013,Kodagu,77,4102.78,27.2,Sandy loam,Drip,4912,57,Coffee,216396,Zaid,Y2,High
2014,Kodagu,5629,3020.82,27.2,Sandy loam,Drip,3830,57.5,Coffee,2644,Zaid,Y2,High
2015,Kodagu,36177,3020.82,27.2,Sandy loam,Drip,4,57,Cardamum,44235,Zaid,Y2,High
2013,Kodagu,3250,3965.94,27,Sandy loam,Drip,3550,59,Cardamum,57259,Zaid,Y2,High
2014,Kodagu,3950,3965.94,27.2,Sandy loam,Drip,109,50,Cardamum,234779,Zaid,Y2,High
2015,Mysuru,3993,3863.64,27.2,Sandy loam,Drip,3368,54,Cardamum,1493,Zaid,Y2,High
2010,Mysuru,6076,4019.4,37,Alluvial,Drip,127919,54.5,Pepper,43562,Zaid,Y2,High
2011,Mysuru,6249,4019.4,38,Alluvial,Drip,75340,56.6,Pepper,200000,Zaid,Y2,High
2013,Kasaragodu,32,3415.5,40,Alluvial,Basin,6589,56,Pepper,45186,Zaid,Y2,High
2014,Kasaragodu,5,3415.5,41,Alluvial,Basin,5107,57,Pepper,238542,Zaid,Y2,High
2010,Kasaragodu,23,3875.08,131,Alluvial,Basin,109,53,Arecanut,238542,Zaid,Y2,High
2011,Kasaragodu,1,3193.41,132,Alluvial,Basin,3368,52,Arecanut,1516,Zaid,Y2,High
2012,Kasaragodu,11126,3193.41,133,Alluvial,Basin,3671,51,Arecanut,57259,Zaid,Y2,High
2013,Kasaragodu,11343,3193.41,134,Alluvial,Basin,2404,57,Arecanut,234779,Zaid,Y2,High
2014,Kasaragodu,11485,3296.26,135,Alluvial,Basin,2805,57,Arecanut,1493,Zaid,Y2,High
2015,Kasaragodu,11598,3296.26,136,Alluvial,Basin,2331,60,Arecanut,64409,Zaid,Y2,High
2015,Kasaragodu,12157,3875.08,140,Black,Basin,1871,54.5,Ginger,24848,Zaid,Y2,High
2013,Kasaragodu,14185,3020.82,144,Black,Basin,29170,59.5,Ginger,646,Zaid,Y2,High
2014,Kasaragodu,14245,3020.82,145,Black,Basin,1901,55,Ginger,43562,Zaid,Y2,High
2015,Kasaragodu,14395,3020.82,146,Black,Basin,972,53,Ginger,200000,Zaid,Y2,High
2010,Raichur,501,3296.26,156,Black,Basin,313547,58,Tea,1516,Zaid,Y2,High
2011,Raichur,317,3296.26,157,Black,Basin,2783,58,Tea,57259,Zaid,Y2,High
2012,Raichur,171,3875.08,158,Black,Spray,1533,59,Tea,234779,Zaid,Y2,High
2013,Raichur,124,3875.08,159,Black,Spray,1647,50,Tea,1493,Zaid,Y2,High
2014,Raichur,90,3875.08,160,Black,Spray,975,54,Tea,64409,Zaid,Y2,High
2015,Raichur,61,4102.78,161,Black,Spray,2,53,Tea,249978,Zaid,Y2,High
2013,Raichur,1625,3296.26,167,Black,Spray,187,57,Paddy,234581,Zaid,Y2,High
2014,Raichur,1648,3875.08,168,Black,Spray,187,57,Paddy,646,Zaid,Y2,High
2015,Raichur,1649,3875.08,169,Black,Spray,121,54,Paddy,43562,Zaid,Y2,High
2010,Bangalore,460,3696,179,,Spray,4279,56,Paddy,238542,Zaid,Y2,High
2011,Bangalore,329,3965.94,180,,Spray,4167,57,Paddy,1516,Zaid,Y2,High
2012,Bangalore,143,3965.94,181,,Spray,4479,57.5,Paddy,200000,Zaid,Y2,High
2013,Bangalore,41,3965.94,182,,Spray,3699,57,Groundnut,4847,Zaid,Y2,High
2014,Bangalore,140,3863.64,183,,Spray,4904,55,Groundnut,51239,Zaid,Y2,High
2015,Bangalore,163,3863.64,184,,Spray,2821,56,Groundnut,216396,Zaid,Y2,High
2013,Bangalore,29,4019.4,192,,Spray,2783,52,Groundnut,57259,Zaid,Y2,High
2014,Bangalore,4839,4019.4,193,,Spray,1533,51,Groundnut,234779,Zaid,Y2,High
2015,Davangere,5371,4019.4,194,,Spray,1647,57,Groundnut,1493,Zaid,Y2,High
2012,Davangere,9591,3193.41,206,,Drip,71,53,Blackgram,4847,Zaid,Y2,High
2013,Davangere,41290,3193.41,207,,Drip,3961,53.5,Blackgram,51239,Zaid,Y2,High
2014,Davangere,167,3193.41,208,,Drip,4247,52.5,Blackgram,216396,Zaid,Y2,High
2015,Davangere,8847,3296.26,209,,Drip,3290,56,Blackgram,2644,Zaid,Y2,High
2013,Davangere,41598,4102.78,216,,Drip,4479,57,Cashew,57259,Zaid,Y2,High
2014,Davangere,130,4102.78,217,,Drip,3699,57.5,Cashew,234779,Zaid,Y2,High
2015,Davangere,8839,3020.82,218,,Drip,4904,57,Cashew,1493,Zaid,Y2,High
2010,Davangere,38232,3863.64,27.2,,Drip,114744,59.5,Coconut,43562,Rabi,Y2,High
2011,Davangere,128,3863.64,27.2,,Drip,1402,55,Coconut,200000,Rabi,Y2,High
2012,Davangere,7276,3625.6,27.2,,Drip,23456,53,Coconut,4847,Rabi,Y2,High
2013,Davangere,38062,3625.6,27,,Drip,107809,53.5,Coconut,51239,Rabi,Y2,High
2014,Davangere,84,3625.6,27,,Drip,1132,52.5,Coconut,216396,Rabi,Y2,High
2015,Davangere,6674,3905,27,,Drip,23960,56,Coconut,2644,Rabi,Y2,High
2016,Hassan,1289,3193.41,26.8,Sandy,Basin,29170,57,Tea,203317,Kharif,Y3,High
2017,Hassan,1051,3296.26,37,Sandy,Basin,1901,55,Tea,2134,Kharif,Y3,High
2018,Hassan,4,3296.26,37,Sandy,Basin,972,56,Tea,45186,Kharif,Y3,High
2016,Hassan,1772,3696,41,Sandy,Spray,1647,57,Paddy,234581,Kharif,Y3,High
2017,Hassan,1618,3965.94,42,Sandy,Spray,975,57,Paddy,646,Kharif,Y3,High
2018,Hassan,1625,3965.94,42,Sandy,Spray,2,54,Paddy,43562,Kharif,Y3,High
2016,Mangalore,329,4019.4,27,Sandy,Spray,3290,57,Groundnut,4847,Kharif,Y3,High
2016,Mangalore,5432,3296.26,37,Sandy,Spray,71,57,Blackgram,637,Kharif,Y3,High
2017,Mangalore,4759,3296.26,37,Sandy,Spray,52,57,Blackgram,43311,Kharif,Y3,High
2018,Mangalore,264,3875.08,37,Heavy cotton,Spray,313547,54,Blackgram,24848,Kharif,Y3,High
2016,Mangalore,280,3965.94,42,Heavy cotton,Drip,121,53,Cashew,2134,Kharif,Y3,High
2017,Mangalore,23,3965.94,42,Heavy cotton,Drip,103,53.5,Cashew,45186,Kharif,Y3,High
2018,Mangalore,9,3863.64,42,Heavy cotton,Drip,71,52.5,Cashew,238542,Kharif,Y3,High
2018,Mangalore,38948,3193.41,38,Loam,Drip,124492,53,Ginger,44235,Rabi,Y3,High
2016,Mangalore,7276,3296.26,40,Sandy loam,Basin,114744,52.5,Ginger,1516,Rabi,Y3,High
2017,Mangalore,38062,3875.08,40,Sandy loam,Basin,1402,56,Ginger,57259,Rabi,Y3,High
2018,Mangalore,84,3875.08,41,Sandy loam,Basin,23456,57,Ginger,234779,Rabi,Y3,High
2019,Mangalore,6674,3875.08,41,Sandy loam,Basin,107809,57.5,Ginger,1493,Rabi,Y3,High
2016,Kodagu,4013,3863.64,134,Sandy loam,Drip,404,59,Coconut,45186,Rabi,Y3,High
2017,Kodagu,4065,3863.64,135,Sandy loam,Drip,24184,50,Coconut,238542,Rabi,Y3,High
2018,Kodagu,4153,3863.64,136,Sandy loam,Drip,124387,54,Coconut,1516,Rabi,Y3,High
2016,Kodagu,5997,3905,142,Sandy loam,Drip,116481,60,Coconut,637,Rabi,Y3,High
2017,Kodagu,6076,4019.4,143,Sandy loam,Drip,316,57,Coconut,43311,Rabi,Y3,High
2018,Kodagu,6249,4019.4,144,Sandy clay loam,Drip,21400,57,Coconut,24848,Rabi,Y3,High
2016,Mysuru,3,3193.41,157,Sandy clay loam,Drip,119359,57.5,Coconut,2134,Rabi,Y3,High
2017,Mysuru,7,3193.41,158,Sandy clay loam,Drip,283,57,Coconut,45186,Rabi,Y3,High
2018,Mysuru,17,3193.41,159,Sandy clay loam,Drip,17690,55,Coconut,238542,Rabi,Y3,High
2016,Mysuru,11126,3193.41,166,Sandy clay loam,Drip,9230,54,Coconut,637,Rabi,Y3,High
2017,Kasaragodu,11343,3193.41,167,Sandy clay loam,Drip,44313,53,Coconut,43311,Rabi,Y3,High
2018,Kasaragodu,11485,3193.41,168,Sandy clay loam,Drip,45820,52,Coconut,24848,Rabi,Y3,High
2016,Kasaragodu,2549,3696,181,Clay loam,Basin,123,55,Coconut,2134,Rabi,Y3,High
2017,Kasaragodu,2088,3696,182,Clay loam,Basin,19,53,Coconut,45186,Rabi,Y3,High
2018,Kasaragodu,1289,3696,183,Clay loam,Basin,32,53.5,Coconut,238542,Rabi,Y3,High
2019,Kasaragodu,1051,3965.94,184,Clay loam,Basin,8,52.5,Coconut,1516,Rabi,Y3,High
2016,Kasaragodu,501,3863.64,189,Clay loam,Basin,33,55,Coconut,249978,Rabi,Y3,High
2017,Kasaragodu,317,3625.6,190,Clay loam,Basin,14,56,Coconut,200000,Rabi,Y3,High
2018,Kasaragodu,171,3625.6,191,Clay loam,Basin,56,54,Coconut,4847,Rabi,Y3,High
2017,Raichur,1693,3415.5,205,Well drained,Basin,154889,54,Coconut,249978,Rabi,Y3,High
2018,Raichur,1668,3415.5,206,Well drained,Basin,171739,54.5,Coconut,637,Rabi,Y3,High
2016,Raichur,1457,3193.41,210,Well drained,Basin,2783,59.5,Coconut,45608,Rabi,Y3,High
2017,Raichur,1189,3193.41,211,Well drained,Basin,1533,55,Coconut,234581,Rabi,Y3,High
2018,Raichur,460,3193.41,212,Well drained,Basin,1647,53,Coconut,646,Rabi,Y3,High
2016,Raichur,29,3875.08,27,Sandy loam,Spray,3961,50,Coconut,57259,Rabi,Y3,High
2017,Gulbarga,4839,3875.08,27,Sandy loam,Spray,4247,54,Coconut,234779,Rabi,Y3,High
2018,Gulbarga,5371,3875.08,27,Sandy loam,Spray,3290,53,Coconut,1493,Rabi,Y3,High
2016,Gulbarga,4759,4102.78,27.2,Sandy loam,Spray,3423,51,Coconut,249978,Rabi,Y3,High
2017,Gulbarga,264,4102.78,27.2,Sandy loam,Spray,3899,57,Coconut,637,Rabi,Y3,High
2018,Gulbarga,5241,3020.82,27,Sandy loam,Spray,4015,57,Coconut,43311,Rabi,Y3,High
2016,Gulbarga,4228,3696,27,Sandy loam,Spray,3699,54,Coconut,234581,Rabi,Y3,High
2017,Gulbarga,3788,3696,27,Sandy loam,Spray,4904,54.5,Coconut,646,Rabi,Y3,High
2018,Gulbarga,3891,3965.94,27.2,Sandy loam,Spray,2821,56.6,Coconut,43562,Rabi,Y3,High
2016,Gulbarga,41290,4019.4,38,Clay loam,Spray,22,56,Coconut,4847,Rabi,Y3,High
2017,Gulbarga,167,4019.4,38,Clay loam,Spray,25,54,Coconut,51239,Rabi,Y3,High
2016,Gulbarga,8837,3415.5,41,Clay loam,Drip,3550,52,Cocoa,238542,Rabi,Y3,High
2017,Gulbarga,41598,3415.5,41,Clay loam,Drip,109,51,Cocoa,1516,Rabi,Y3,High
2018,Gulbarga,130,3415.5,41,Clay loam,Drip,3368,57,Cocoa,57259,Rabi,Y3,High
